,0,1,2,3,4,5,6
1,2017안건893,세계닷컴,11월  9일,TV·방송,'세븐'  이건희  삼성  회장  움직임 ‘포착’…“자가  호흡  中”,사생활침해,
2,2017안건894,스타뉴스,11월  7일,최신뉴스,"건강  호전?  '탐사보도  세븐',  이건희  병상 생활  첫  공개",〃,
3,2017안건895,스포츠조선닷컴,11월  7일,연예,"""이건희  회장  살아있다""…'세븐'  이건희  병상 생활  최초  공개",〃,
4,2017안건896,스포츠한국,11월  7일,연예,"'세븐'  묏자리까지  봐둔  삼성,  이건희  회장 병실의  진실은",〃,
5,2017안건897,오에스이엔(OSEN),11월  7일,방송,“이건희  회장  살아있다”..‘세븐’  삼성병원 20층  관찰보고,〃,
6,2017안건898,이타임즈,11월  7일,종합,이건희 회장  묏자리까지 봐뒀다는데....'진실은?',〃,
7,2017안건899,인사이트,11월  7일,사회,"""이건희  회장,  굳건히  살아있다""…3년  반만에 '병상  모습'  최초  공개  (영상)",〃,
8,2017안건900,인터넷 뉴스웨이,11월  7일,산업,"이건희  삼성  회장,  TV조선  통해  병상  모습 공개돼",〃,
9,2017안건901,인터넷  브릿지경제신문,11월  7일,문화,“이건희  회장은  살아있다”…TV조선  ‘세븐’ 삼성병원  20층  VIP병상  최초  공개,,
10,2017안건902,인터넷 서울경제,11월  8일,방송·연예,‘탐사보도  세븐’  삼성병원  20층  이건희  화장 병실  생활  관찰보고,〃,
11,2017안건903,인터넷 스포츠경향,11월  7일,연예,"이건희  회장,  호전됐다?…TV조선  “의사소통 할  만큼  회복”",〃,
12,2017안건904,인터넷 스포츠동아,11월  7일,최신뉴스,“이건희  회장  살아있다”…‘세븐’  삼성병원 20층  관찰보고,〃,
13,2017안건905,인터넷  스포츠투데이M,11월  7일,연예,"""이건희  회장  살아있다""…베일에  싸인  이건희 병상  생활  공개",〃,
14,2017안건906,인터넷  코리아데일리,11월  7일,사회,"이건희  현재상태,  ""동영상""  간호사에게 뭐라고  했나?",〃,
15,2017안건907,조선닷컴,11월  7일,연예,"""이건희  회장  살아있다""…'세븐'  이건희  병상 생활  최초  공개",〃,
16,2017안건908,조이뉴스24,11월  7일,연예,"[볼만한TV]  ""만화  시청""  이건희  회장, 병상생활  공개",〃,
17,2017안건909,코리아뉴스타임즈,11월  7일,사회,"이건희  추정  인물,  간호사와  대화  장면  포착",〃,
18,2017안건910,티비리포트,11월  7일,TV,"""이건희  회장  만화영화  본다""…'세븐'  병상 최초  공개",〃,
19,2017안건911,한경닷컴,11월  7일,연예,"""이건희  회장  살아있다""…'세븐'  삼성병원 VIP  병실  최초  공개",〃,
20,2017안건912,㈜뉴스투데이,11월  7일,직장인,[뉴투분석]  삼성  이건희  회장  건강  상태 알려주는  4가지  사실,〃,
21,2017안건913,TV  Daily,11월  7일,방송,"‘세븐’,  삼성병원  20층  이건희  병상  생활 공개",〃,
22,2017안건914,글로벌경제신문,11월  7일,사회,"텔레비전  보는  병상  속  일상...이건희  회장, 무성했던  말들  사라지다",〃,
23,2017안건915,나눔뉴스,11월  7일,사회,"이건희  현재  상태,  어떻게  지내고  있나 보니...침대에  앉아  tv시청",〃,
1,2017안건916,녹색경제신문,11월  7일,We코노미,"이건희  회장,  사망설  최초  유포자는  일베 회원...대체  왜?",사생활침해,
2,2017안건917,뉴스브라이트,11월  7일,문화연예,"이건희,  관계자가  밝힌  건강  상태  눈길 ""간병인  도움  받아  휠체어  타고  병실  복도 오가기도""",〃,
3,2017안건918,뉴스인사이드,11월  7일,사회,"이건희  삼성  회장,  근황  모습  포착…이재용 말실수에  눈길  ""회장님  살아계실  때…""",〃,
4,2017안건919,뉴스천지,11월  8일,뉴스,"이건희,  3년  6개월  만에  포착…  병실서  TV 시청  눈길",〃,
5,2017안건920,뉴스컬처,11월  7일,HERALD,"이건희  회장  남달랐던  건강관리,  18년 넘어온  고비의  연속",〃,
6,2017안건921,뉴스타운,11월  7일,경제/IT,"'이건희는  살아있다',  병실서  TV로  영화보고 간호사와  의사소통  포착",,
7,2017안건922,로이슈,11월  7일,핫이슈,"이건희  회장,  텔레비전  보는  병상  속 일상...무성했던  말들  사라지다",〃,
8,2017안건923,메트로신문,11월  7일,뉴스,"이건희,  '사망설'  쏙  들어가게  만드는 '목소리의  형태'  애니  시청  모습",〃,
9,2017안건924,미디어펜,11월  7일,경제,"이건희  회장  건강  회복?  삼성측  ""치료  과정 속  오해""",〃,
10,2017안건925,부산닷컴,11월  7일,사회,"이건희  회장,  TV만화  보며 대화까지?...TV조선,  병상  모습  보도",〃,
11,2017안건926,스포츠Q,11월  8일,컬쳐Q,'탐사보도  세븐'  삼성  이건희  회장  병실 취재…  삼성병원  20층  60일  동안  기록,〃,
12,2017안건927,시선뉴스,11월  7일,뉴스,"이건희  회장,  '사망설'  최초  유포자는  누구?",〃,
13,2017안건928,아시아경제닷컴,11월  7일,사회,"이건희,  3년6개월  만에  포착…TV영화  보는 등  간호사와  의사소통",〃,
14,2017안건929,아시아투데이닷컴,11월  7일,연예·스포츠,"이건희  회장,  병실서  TV  시청  포착…전원책 ""사망설도  여러  차례  나돌아""",〃,
15,2017안건930,아이뉴스24,11월  7일,기업,"이건희  회장,  상태  호전?…삼성,  ""여전히 의식  없어""",〃,
16,2017안건931,업다운뉴스,11월  7일,경제,"이건희  회장,  병상서  TV  시청까지?  흉흉한 '건강  이상설'  떨쳐버리나",〃,
17,2017안건932,울산종합일보,11월  7일,뉴스,"이건희,  현재  어떻게  지내고  있나 보니...이야기  주고  받을  정도로  병의  증세 나아졌나?",〃,
18,2017안건933,웹데일리,11월  7일,핫이슈,"무성했던  말들  사라지다...이건희  회장, 텔레비전  보는  병상  속  일상",〃,
19,2017안건934,이코노미톡뉴스,11월  7일,핫이슈,"이건희,  ""관찰  방송  괜찮은건가""  설전에 '다시보기'까지",〃,
20,2017안건935,인터넷 경상일보,11월  7일,연예/시사,"'사망설'  이건희,  3년6개월  만에 '포착'...""병실서  日  애니메이션  보더라""",〃,
21,2017안건936,인터넷 경인일보,11월  7일,산업·기업,이건희  삼성  회장  '상태  호전?'…  병실서 TV로  영화보고  간호사와  의사표시  나눠,〃,
22,2017안건937,인터넷 국제신문,11월  8일,경제,이건희  침대에  앉아  TV시청  포착에  이목 집중  삼성측  “의사  소통  불가능”,〃,
1,2017안건938,인터넷 기호일보,11월  6일,레저/연예,"이건희,  “만화  보면서  간호사와  소통”  보도 공개",사생활침해,
2,2017안건939,인터넷 뉴스웍스,11월  7일,정치·사회,"'사망설'  돌던  삼성  이건희  회장,  병원서 TV시청  장면  포착",〃,
3,2017안건940,인터넷 무등일보,11월  7일,뉴스센터,"이건희,  삼성家  가족력은  암?  ""父는 폐암·위암…형도  암으로  사망?""",,
4,2017안건941,인터넷 비주얼다이브,11월  7일,사회,이건희  회장이  병실서  본  일본 애니메이션…내용은?,〃,
5,2017안건942,인터넷 서울신문,11월  7일,경제,"“이건희  회장,  병실서  TV로  영화 시청…간호사와  의사  소통”",〃,
6,2017안건943,인터넷 스페셜경제,11월  7일,국제,"이건희,  18년  거듭된  '고비'…  건강관리법도 남달랐다?",〃,
7,2017안건944,인터넷 스포츠서울,11월  7일,최신뉴스,"TV조선  '세븐',  이건희  회장  근황 공개?...물음표와  느낌표  사이",〃,
8,2017안건945,인터넷 신아일보,11월  7일,실시간 이슈,'사망설'  돌던  이건희  근황?…  TV보고 간호사랑  대화,〃,
9,2017안건946,인터넷 에너지경제,11월  7일,Visual,"""이건희  회장,  병실서  TV로  일본  애니 보고…간호사와  의사  소통""",〃,
10,2017안건947,인터넷 영남일보,11월  7일,사회,"60일간  관찰한  이건희  회장  병실,  이승엽 홈런  치면  눈  크게  뜬다던  말  새삼  '눈길'",〃,
11,2017안건948,인터넷 위클리오늘,11월  7일,산업,"""이건희  회장  살아있다""  주기적  노출  왜?",〃,
12,2017안건949,인터넷  이뉴스투데이,11월  7일,정치·사회,"이건희  회장,  병실서  일본  애니메이션 감상…  3년  만에  모습  공개",〃,
13,2017안건950,인터넷 이코노믹리뷰,11월  7일,COMPANY,"이건희  회장,  건재하다?",〃,
14,2017안건951,인터넷 일간리더스경제신문,11월  7일,핫이슈,"이건희,  어떻게  지내고  있나  봤더니...이야기 주고  받을  정도로  병의  증세  나아진  듯",〃,
15,2017안건952,인터넷 제민일보,11월  7일,연예,"이건희,  심근경색  이겨냈나?…""심폐소생술 30회  가량,  4분만  지나도  뇌  손상  입는데..""",〃,
16,2017안건953,인터넷 제주일보,11월  7일,뉴스,"이건희,  현재  어떻게  지내고  있길래?  이야기 주고  받을  정도로  병의  증세  나아진  듯...",〃,
17,2017안건954,인터넷 중부일보,11월  7일,뉴스,"이건희  삼성그룹  회장,  병상  모습 포착…간호사와  대화하며  TV  시청",〃,
18,2017안건955,인터넷 충청매일,11월  6일,뉴스,"이건희,  ""일본  만화에  의사소통  까지"" 영상보도  '눈길'",〃,
19,2017안건956,인터넷 크리스천투데이,11월  8일,일반,"사망설  이건희  회장,  애니  '목소리의  형태' 시청,  건강회복?",〃,
20,2017안건957,인터넷 한국스포츠경제,11월  7일,사회/문화,"""사망설까지  나돌았다""...이건희  회장  병상 모습  공개",〃,
21,2017안건958,인터넷 헤럴드경제,11월  7일,문화,"이건희,  18년  계속된  고비들…남달랐던 건강관리법",〃,
1,2017안건959,조세일보,11월  7일,사회,"이건희  회장  건강  호전?…""日애니  시청하고 간호사와  대화""  보도  주목",사생활침해,
2,2017안건960,축제뉴스(페스티벌뉴스),11월  7일,인물포커스,이건희  삼성  회장  건재...침대에  앉아 TV시청,〃,
3,2017안건961,톱스타뉴스,11월  7일,사회,"이건희,  생사  확인  뉴스  보도  “이  회장은 살아있다”  화제…‘목소리의  형태’  관람",〃,
4,2017안건962,푸드경제TV,11월  7일,소셜이슈,"텔레비전  보는  병상  속  이건희  회장, 무성했던  말들  사라지다...",〃,
5,2017안건963,한인협,11월  7일,정치&외교,이건희  회장  “살았나  죽었나?”,〃,
6,2017안건964,허핑턴포스트코리아,11월  6일,뉴스,TV조선이  이건희의  병상  모습을  공개했다,〃,
1,2017안건965,연합뉴스,11월  21일,포토,대피소  텐트에서  휴식,사생활침해,
2,2017안건966,인터넷 매일신문,11월  21일,포토뉴스,대피소  텐트에서  휴식,〃,
3,2017안건967,인터넷 아주경제,11월  23일,국내일반,"포항  지진  피해  이재민들,주2회  목욕..빨래는 빨래방에..탈의실  미설치",〃,
4,2017안건968,뉴스1코리아,11월  17일,포토,‘언제쯤  집에  갈  수  있을까?',〃,
5,2017안건969,디오데오,11월  17일,전국,'언제쯤  집에  갈  수  있을까?',〃,
6,2017안건970,인터넷 추적사건25시,11월  17일,헤드라인뉴스,"포항지진,  국민들  “안전문제  다시  생각” 계기돼",〃,
7,2017안건971,영남일보,11월  17일,5면,"""언제  또  덮칠지…""  시민들  '지진  엑소더스'",〃,
8,2017안건972,인터넷 영남일보,11월  17일,사회,“언제  또  덮칠지…”  시민들  ‘지진  엑소더스’,〃,
9,2017안건973,뉴시스,11월  16일,사회,"대피한  어린이들과  반려견  ""무서워요''",〃,
1,2017안건974,뉴스1코리아,11월  19일,포토,거처  옮기는  '포항지진'  이재민들/'이  추위에  어디로'/'집  대신  또  대피소로'/지진  이재민...  생활용품  머리에  이고  대피소로/거처  옮기는  이재민/할아버지와  손주의  피난,사생활침해,
2,2017안건975,경향신문,11월  17일,2면,지진으로  아파트  ‘기우뚱’  긴급  대피,〃,
3,2017안건976,인터넷 경향신문,11월  16일,포토·영상,[포토뉴스]지진으로  아파트  ‘기우뚱’  긴급 대피,〃,
4,2017안건977,e머니투데이,11월  19일,사회,포항  지진  피해  시설  87%  '응급  복구'  완료,〃,
5,2017안건978,뉴스투어,11월  19일,대구/경북,"포항  지진  부상자  77명,  재산피해 571억…학교  피해  커",〃,
6,2017안건979,뉴스천지,11월  17일,대구/경북,"[속보]  포항지진,  17일  오후  6시  57분께 쿵소리와  함께  여진",〃,
7,2017안건980,뉴시스,11월  17일,대구/경북,"경북모금회,  포항  지진  피해  성금  모금  실시",〃,
8,2017안건981,온라인 중앙일보,11월  17일,사회,"경북모금회,  포항  지진  피해  성금  모금  실시",〃,
9,2017안건982,동아닷컴,11월  13일,국제,"2012년  美  발칵  뒤집은  마이애미  ‘좀비 마약’  사건,  노숙인  얼굴  물어뜯어…",충격혐오감,
10,2017안건983,인터넷 서울신문,11월  13일,사회  최신,"‘좀비  마약’  섬뜩…얼굴  물어뜯고,  사람 심장·뇌  일부  먹었다?",〃,
11,2017안건984,주간조선,11월  27일,18~20면,JSA  귀순병사로  본  北  기생충  감염  실태,〃,
12,2017안건985,인터넷 주간조선,11월  27일,정치,JSA  귀순병사로  본  北  기생충  감염  실태,〃,
13,2017안건986,조선pub,11월  27일,뉴스&이슈,JSA  귀순병사로  본  北  기생충  감염  실태,〃,
14,2017안건987,인터넷 국제신문,12월  5일,문화,"CNN,  이국종  북한귀순병사  수술  영상 독점공개...기생충  제거모습까지  생생",〃,
